drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,snp,lr,val,0.9298701298701298,0.8645833333333334,0.8556701030927835,0.8601036269430051,0.9548611111111112,0.9668349083619703
rifampicin,snp,lr,test,0.9481865284974094,0.8979591836734694,0.8979591836734694,0.8979591836734694,0.9652777777777778,0.9717261904761906
