drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,snp_card,lr,val,0.9203539823008849,1.0,0.7631578947368421,0.8656716417910447,1.0,0.960701754385965
isoniazid,snp_card,lr,test,0.911504424778761,0.9375,0.7894736842105263,0.8571428571428571,0.9733333333333334,0.9368421052631578
