drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,pan_card,lr,val,0.6666666666666666,0.5294117647058824,0.75,0.6206896551724138,0.6190476190476191,0.753968253968254
isoniazid,pan_card,lr,test,0.6363636363636364,0.5,0.75,0.6,0.5714285714285714,0.6428571428571428
