drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,card,rf,val,0.4636363636363636,0.30434782608695654,0.65625,0.4158415841584158,0.38461538461538464,0.5084134615384615
rifampicin,card,rf,test,0.4909090909090909,0.288135593220339,0.5483870967741935,0.37777777777777777,0.46835443037974683,0.5169456921192324
