drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,pan_card,lr,val,0.8076923076923077,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.95,0.8999999999999999
ethambutol,pan_card,lr,test,0.7692307692307693,0.3333333333333333,0.2,0.25,0.9047619047619048,0.7047619047619048
