drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,pan,rf,val,0.6721311475409836,0.5483870967741935,0.3953488372093023,0.4594594594594595,0.8227848101265823,0.695613776861937
isoniazid,pan,rf,test,0.6967213114754098,0.5652173913043478,0.6046511627906976,0.5842696629213483,0.7468354430379747,0.6811892846629378
