drug,input_type,model,cv_auc,rf__n_estimators,rf__min_samples_split,rf__min_samples_leaf,rf__max_features,rf__max_depth,rf__class_weight
ethambutol,pan_card,rf,0.7958333333333333,100,5,1,sqrt,20,balanced
