drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,pan,lr,val,0.6639344262295082,0.525,0.4883720930232558,0.5060240963855421,0.759493670886076,0.6823667942302032
isoniazid,pan,lr,test,0.680327868852459,0.5384615384615384,0.6511627906976745,0.5894736842105263,0.6962025316455697,0.6585222254930821
