drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,pan_card,lr,val,0.71875,0.625,0.45454545454545453,0.5263157894736842,0.8571428571428571,0.6147186147186148
rifampicin,pan_card,lr,test,0.7878787878787878,0.75,0.5454545454545454,0.631578947368421,0.9090909090909091,0.7975206611570248
