drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,pan,rf,val,0.7603305785123967,0.6666666666666666,0.3888888888888889,0.49122807017543857,0.9176470588235294,0.7638888888888888
rifampicin,pan,rf,test,0.7768595041322314,0.7,0.4,0.509090909090909,0.9302325581395349,0.7426910299003322
