drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,snp_card,rf,val,0.8818181818181818,0.9130434782608695,0.65625,0.7636363636363637,0.9743589743589743,0.8906250000000001
rifampicin,snp_card,rf,test,0.8909090909090909,0.9130434782608695,0.6774193548387096,0.7777777777777778,0.9746835443037974,0.9281339322172315
