drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
streptomycin,snp,rf,val,0.8243243243243243,0.8,0.4878048780487805,0.6060606060606061,0.9532710280373832,0.844654661499886
streptomycin,snp,rf,test,0.8456375838926175,0.8518518518518519,0.5476190476190477,0.6666666666666666,0.9626168224299065,0.9181130396083667
