drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,pan,rf,val,0.7864077669902912,0.3333333333333333,0.4666666666666667,0.3888888888888889,0.8409090909090909,0.740909090909091
ethambutol,pan,rf,test,0.8737864077669902,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.898876404494382,0.8330658105939006
