drug,input_type,model,cv_auc,rf__n_estimators,rf__min_samples_split,rf__min_samples_leaf,rf__max_features,rf__max_depth,rf__class_weight
streptomycin,snp_pan_card,rf,0.8400000000000001,200,2,1,log2,None,balanced
