model,drug,input_type,split,auc,fpr,tpr
rf,streptomycin,snp_card,val,0.7674632352941176,0.0,0.0
rf,streptomycin,snp_card,val,0.7674632352941176,0.029411764705882353,0.0
rf,streptomycin,snp_card,val,0.7674632352941176,0.029411764705882353,0.1875
rf,streptomycin,snp_card,val,0.7674632352941176,0.058823529411764705,0.1875
rf,streptomycin,snp_card,val,0.7674632352941176,0.058823529411764705,0.5
rf,streptomycin,snp_card,val,0.7674632352941176,0.08823529411764706,0.5
rf,streptomycin,snp_card,val,0.7674632352941176,0.08823529411764706,0.5625
rf,streptomycin,snp_card,val,0.7674632352941176,0.11764705882352941,0.5625
rf,streptomycin,snp_card,val,0.7674632352941176,0.11764705882352941,0.625
rf,streptomycin,snp_card,val,0.7674632352941176,0.2647058823529412,0.625
rf,streptomycin,snp_card,val,0.7674632352941176,0.2647058823529412,0.6875
rf,streptomycin,snp_card,val,0.7674632352941176,0.29411764705882354,0.6875
rf,streptomycin,snp_card,val,0.7674632352941176,0.29411764705882354,0.75
rf,streptomycin,snp_card,val,0.7674632352941176,0.35294117647058826,0.75
rf,streptomycin,snp_card,val,0.7674632352941176,0.35294117647058826,0.8125
rf,streptomycin,snp_card,val,0.7674632352941176,0.47058823529411764,0.8125
rf,streptomycin,snp_card,val,0.7674632352941176,0.47058823529411764,0.875
rf,streptomycin,snp_card,val,0.7674632352941176,0.8529411764705882,0.875
rf,streptomycin,snp_card,val,0.7674632352941176,0.8529411764705882,0.9375
rf,streptomycin,snp_card,val,0.7674632352941176,0.8823529411764706,0.9375
rf,streptomycin,snp_card,val,0.7674632352941176,0.9117647058823529,1.0
rf,streptomycin,snp_card,val,0.7674632352941176,0.9411764705882353,1.0
rf,streptomycin,snp_card,val,0.7674632352941176,1.0,1.0
rf,streptomycin,snp_card,test,0.8628571428571429,0.0,0.0
rf,streptomycin,snp_card,test,0.8628571428571429,0.02857142857142857,0.0
rf,streptomycin,snp_card,test,0.8628571428571429,0.02857142857142857,0.3333333333333333
rf,streptomycin,snp_card,test,0.8628571428571429,0.05714285714285714,0.3333333333333333
rf,streptomycin,snp_card,test,0.8628571428571429,0.05714285714285714,0.6666666666666666
rf,streptomycin,snp_card,test,0.8628571428571429,0.08571428571428572,0.6666666666666666
rf,streptomycin,snp_card,test,0.8628571428571429,0.08571428571428572,0.7333333333333333
rf,streptomycin,snp_card,test,0.8628571428571429,0.11428571428571428,0.7333333333333333
rf,streptomycin,snp_card,test,0.8628571428571429,0.11428571428571428,0.8
rf,streptomycin,snp_card,test,0.8628571428571429,0.2857142857142857,0.8
rf,streptomycin,snp_card,test,0.8628571428571429,0.2857142857142857,0.8666666666666667
rf,streptomycin,snp_card,test,0.8628571428571429,0.37142857142857144,0.8666666666666667
rf,streptomycin,snp_card,test,0.8628571428571429,0.37142857142857144,0.9333333333333333
rf,streptomycin,snp_card,test,0.8628571428571429,0.7714285714285715,0.9333333333333333
rf,streptomycin,snp_card,test,0.8628571428571429,0.7714285714285715,1.0
rf,streptomycin,snp_card,test,0.8628571428571429,0.8285714285714286,1.0
rf,streptomycin,snp_card,test,0.8628571428571429,0.9428571428571428,1.0
rf,streptomycin,snp_card,test,0.8628571428571429,1.0,1.0
