drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,snp,rf,val,0.8363171355498721,0.7355371900826446,0.7355371900826446,0.7355371900826446,0.8814814814814815,0.8883532292623202
isoniazid,snp,rf,test,0.8494897959183674,0.7672413793103449,0.7355371900826446,0.7510548523206751,0.9003690036900369,0.8801652892561984
