drug,input_type,model,cv_auc,lr__C,lr__class_weight,lr__l1_ratio,lr__max_iter,lr__penalty,lr__solver
streptomycin,snp_pan_card,lr,0.8800000000000001,1.2030178871154673,balanced,0.5467102793432796,500,l1,saga
