drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,snp_pan_card,rf,val,0.7878787878787878,1.0,0.4166666666666667,0.5882352941176471,1.0,0.8531746031746033
isoniazid,snp_pan_card,rf,test,0.7575757575757576,0.75,0.5,0.6,0.9047619047619048,0.7777777777777778
