drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp,rf,val,0.8856304985337243,0.6,0.45652173913043476,0.5185185185185185,0.9525423728813559,0.8610169491525422
ethambutol,snp,rf,test,0.9269005847953217,0.723404255319149,0.7391304347826086,0.7311827956989247,0.956081081081081,0.938454759106933
