drug,input_type,model,cv_auc,lr__C,lr__class_weight,lr__l1_ratio,lr__max_iter,lr__penalty,lr__solver
streptomycin,snp,lr,0.9401302083333333,0.31489116479568624,balanced,0.9507143064099162,1000,l1,saga
