drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,snp_pan,lr,val,0.9504132231404959,1.0,0.8571428571428571,0.9230769230769231,1.0,0.9635322483423749
isoniazid,snp_pan,lr,test,0.9008264462809917,0.9411764705882353,0.7619047619047619,0.8421052631578947,0.9746835443037974,0.8990355635925256
