drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp_pan,rf,val,0.8415841584158416,0.3333333333333333,0.14285714285714285,0.2,0.9540229885057471,0.7569786535303776
ethambutol,snp_pan,rf,test,0.8823529411764706,0.6666666666666666,0.2857142857142857,0.4,0.9772727272727273,0.9017857142857144
