drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
streptomycin,snp_card,rf,val,0.7,0.6,0.1875,0.2857142857142857,0.9411764705882353,0.7674632352941176
streptomycin,snp_card,rf,test,0.86,0.8333333333333334,0.6666666666666666,0.7407407407407407,0.9428571428571428,0.8628571428571429
