drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,pan_card,rf,val,0.8484848484848485,0.8181818181818182,0.75,0.782608695652174,0.9047619047619048,0.8492063492063492
isoniazid,pan_card,rf,test,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.64,0.7619047619047619,0.6904761904761905
