drug,input_type,model,cv_auc,rf__n_estimators,rf__min_samples_split,rf__min_samples_leaf,rf__max_features,rf__max_depth,rf__class_weight
streptomycin,pan_card,rf,0.5599999999999999,100,10,4,log2,None,balanced
