drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp,lr,val,0.9208211143695014,0.6792452830188679,0.782608695652174,0.7272727272727273,0.9423728813559322,0.9288135593220339
ethambutol,snp,lr,test,0.9298245614035088,0.6833333333333333,0.8913043478260869,0.7735849056603774,0.9358108108108109,0.9730464159811987
