drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,card,lr,val,0.8297872340425532,0.0,0.0,0.0,1.0,0.5
ethambutol,card,lr,test,0.8315789473684211,0.0,0.0,0.0,1.0,0.5
