drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,snp_pan,rf,val,0.743801652892562,0.6410256410256411,0.5952380952380952,0.6172839506172839,0.8227848101265823,0.8080168776371308
isoniazid,snp_pan,rf,test,0.768595041322314,0.675,0.6428571428571429,0.6585365853658537,0.8354430379746836,0.8387582881253767
