drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp_pan_card,lr,val,0.9230769230769231,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.95,0.9458333333333334
ethambutol,snp_pan_card,lr,test,0.7692307692307693,0.42857142857142855,0.6,0.5,0.8095238095238095,0.7238095238095239
