drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
streptomycin,snp_pan_card,lr,val,0.7272727272727273,0.5,0.3333333333333333,0.4,0.875,0.75
streptomycin,snp_pan_card,lr,test,0.8333333333333334,1.0,0.5,0.6666666666666666,1.0,0.84375
