drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,card,rf,val,0.5132743362831859,0.373134328358209,0.6578947368421053,0.47619047619047616,0.44,0.5475438596491229
isoniazid,card,rf,test,0.46017699115044247,0.3424657534246575,0.6578947368421053,0.45045045045045046,0.36,0.4980701754385965
