model,drug,input_type,split,auc,fpr,tpr
rf,streptomycin,card,val,0.39705882352941174,0.0,0.0
rf,streptomycin,card,val,0.39705882352941174,0.058823529411764705,0.0
rf,streptomycin,card,val,0.39705882352941174,0.5588235294117647,0.375
rf,streptomycin,card,val,0.39705882352941174,1.0,1.0
rf,streptomycin,card,test,0.5533333333333333,0.0,0.0
rf,streptomycin,card,test,0.5533333333333333,0.0,0.06666666666666667
rf,streptomycin,card,test,0.5533333333333333,0.45714285714285713,0.5333333333333333
rf,streptomycin,card,test,0.5533333333333333,1.0,1.0
