drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
streptomycin,pan,lr,val,0.7222222222222222,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.7916666666666666,0.71875
streptomycin,pan,lr,test,0.8611111111111112,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.8333333333333334,0.8958333333333334
