drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp_card,lr,val,0.8936170212765957,0.625,0.9375,0.75,0.8846153846153846,0.9655448717948718
ethambutol,snp_card,lr,test,0.8526315789473684,0.5384615384615384,0.875,0.6666666666666666,0.8481012658227848,0.9287974683544303
