drug,input_type,model,cv_auc,lr__C,lr__class_weight,lr__l1_ratio,lr__max_iter,lr__penalty,lr__solver
isoniazid,pan,lr,0.7437183578832516,0.010071984838809197,balanced,0.9922115592912175,100,l2,saga
