drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
streptomycin,snp_pan,lr,val,0.9142857142857143,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.9166666666666666,0.9696969696969696
streptomycin,snp_pan,lr,test,0.8611111111111112,0.8181818181818182,0.75,0.782608695652174,0.9166666666666666,0.8993055555555556
