drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp_pan_card,rf,val,0.8461538461538461,1.0,0.3333333333333333,0.5,1.0,0.8166666666666667
ethambutol,snp_pan_card,rf,test,0.8076923076923077,0.5,0.4,0.4444444444444444,0.9047619047619048,0.8095238095238095
