drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp_pan,lr,val,0.8217821782178217,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.8160919540229885,0.8842364532019704
ethambutol,snp_pan,lr,test,0.9215686274509803,0.6363636363636364,1.0,0.7777777777777778,0.9090909090909091,0.9618506493506493
