drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,snp_card,rf,val,0.8617021276595744,1.0,0.1875,0.3157894736842105,1.0,0.9026442307692308
ethambutol,snp_card,rf,test,0.8421052631578947,0.6666666666666666,0.125,0.21052631578947367,0.9873417721518988,0.8022151898734177
