drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,snp_pan_card,lr,val,0.9090909090909091,1.0,0.75,0.8571428571428571,1.0,0.9642857142857143
isoniazid,snp_pan_card,lr,test,0.9090909090909091,1.0,0.75,0.8571428571428571,1.0,0.9265873015873016
