model,drug,input_type,split,auc,fpr,tpr
lr,streptomycin,snp_pan,val,0.9696969696969696,0.0,0.0
lr,streptomycin,snp_pan,val,0.9696969696969696,0.0,0.18181818181818182
lr,streptomycin,snp_pan,val,0.9696969696969696,0.0,0.36363636363636365
lr,streptomycin,snp_pan,val,0.9696969696969696,0.0,0.8181818181818182
lr,streptomycin,snp_pan,val,0.9696969696969696,0.08333333333333333,0.8181818181818182
lr,streptomycin,snp_pan,val,0.9696969696969696,0.08333333333333333,0.9090909090909091
lr,streptomycin,snp_pan,val,0.9696969696969696,0.125,0.9090909090909091
lr,streptomycin,snp_pan,val,0.9696969696969696,0.20833333333333334,0.9090909090909091
lr,streptomycin,snp_pan,val,0.9696969696969696,0.25,0.9090909090909091
lr,streptomycin,snp_pan,val,0.9696969696969696,0.25,1.0
lr,streptomycin,snp_pan,val,0.9696969696969696,0.4166666666666667,1.0
lr,streptomycin,snp_pan,val,0.9696969696969696,0.5416666666666666,1.0
lr,streptomycin,snp_pan,val,0.9696969696969696,0.625,1.0
lr,streptomycin,snp_pan,val,0.9696969696969696,0.7916666666666666,1.0
lr,streptomycin,snp_pan,val,0.9696969696969696,1.0,1.0
lr,streptomycin,snp_pan,test,0.8993055555555556,0.0,0.0
lr,streptomycin,snp_pan,test,0.8993055555555556,0.0,0.16666666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.0,0.25
lr,streptomycin,snp_pan,test,0.8993055555555556,0.0,0.4166666666666667
lr,streptomycin,snp_pan,test,0.8993055555555556,0.0,0.5
lr,streptomycin,snp_pan,test,0.8993055555555556,0.041666666666666664,0.5833333333333334
lr,streptomycin,snp_pan,test,0.8993055555555556,0.041666666666666664,0.75
lr,streptomycin,snp_pan,test,0.8993055555555556,0.08333333333333333,0.75
lr,streptomycin,snp_pan,test,0.8993055555555556,0.08333333333333333,0.8333333333333334
lr,streptomycin,snp_pan,test,0.8993055555555556,0.16666666666666666,0.8333333333333334
lr,streptomycin,snp_pan,test,0.8993055555555556,0.16666666666666666,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.20833333333333334,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.2916666666666667,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.4166666666666667,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.5,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.6666666666666666,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.7083333333333334,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.8333333333333334,0.9166666666666666
lr,streptomycin,snp_pan,test,0.8993055555555556,0.875,1.0
lr,streptomycin,snp_pan,test,0.8993055555555556,0.9166666666666666,1.0
lr,streptomycin,snp_pan,test,0.8993055555555556,1.0,1.0
