drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,snp,lr,val,0.9437340153452686,0.9380530973451328,0.8760330578512396,0.905982905982906,0.9740740740740741,0.9495714722987452
isoniazid,snp,lr,test,0.9387755102040817,0.970873786407767,0.8264462809917356,0.8928571428571429,0.988929889298893,0.9539507791772133
