drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,pan,lr,val,0.7024793388429752,0.5,0.6666666666666666,0.5714285714285714,0.7176470588235294,0.7813725490196078
rifampicin,pan,lr,test,0.6611570247933884,0.43478260869565216,0.5714285714285714,0.49382716049382713,0.6976744186046512,0.6614617940199335
