drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,snp_pan,lr,val,0.9495798319327731,0.9393939393939394,0.8857142857142857,0.9117647058823529,0.9761904761904762,0.9564625850340135
rifampicin,snp_pan,lr,test,0.875,0.8125,0.7428571428571429,0.7761194029850746,0.9294117647058824,0.9374789915966386
