drug,input_type,model,cv_auc,lr__C,lr__class_weight,lr__l1_ratio,lr__max_iter,lr__penalty,lr__solver
streptomycin,pan_card,lr,0.5,0.023036990230378654,balanced,0.6183860093330873,1000,l1,saga
