drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
isoniazid,card,lr,val,0.504424778761062,0.36764705882352944,0.6578947368421053,0.4716981132075472,0.4266666666666667,0.5361403508771929
isoniazid,card,lr,test,0.46017699115044247,0.3424657534246575,0.6578947368421053,0.45045045045045046,0.36,0.4980701754385965
