drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
ethambutol,pan_card,rf,val,0.7307692307692307,0.0,0.0,0.0,0.95,0.7749999999999999
ethambutol,pan_card,rf,test,0.8076923076923077,0.0,0.0,0.0,1.0,0.6571428571428573
