drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,card,lr,val,0.4727272727272727,0.3088235294117647,0.65625,0.42,0.3974358974358974,0.5162259615384616
rifampicin,card,lr,test,0.4909090909090909,0.288135593220339,0.5483870967741935,0.37777777777777777,0.46835443037974683,0.5198040016333197
