drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
rifampicin,snp,rf,val,0.8753246753246753,0.9152542372881356,0.5567010309278351,0.6923076923076923,0.9826388888888888,0.929678550973654
rifampicin,snp,rf,test,0.8963730569948186,0.9264705882352942,0.6428571428571429,0.7590361445783133,0.9826388888888888,0.9482355442176871
