drug,input_type,model,split,accuracy,precision,recall,f1,specificity,auc_roc
streptomycin,pan,rf,val,0.7777777777777778,0.7,0.5833333333333334,0.6363636363636364,0.875,0.7708333333333333
streptomycin,pan,rf,test,0.8611111111111112,0.7692307692307693,0.8333333333333334,0.8,0.875,0.8506944444444445
